,label,text
5566,ок,гуд
6851,цена,врать писать 185 взять 199 наверняка тонкость тд 10 рубль лишний неприятненько
6676,профили,получатель юр лицо писаться кавычка кавычка приниматься
5551,ок,тестировать
1283,интерфейс,заказывать хостинг вначале понятно сайт оплачивать хостинг
8547,ок,норма
2910,ок,отлично
7047,нет категории,error
8022,нет категории,выбор понятно wpb17
4504,ок,
1555,интерфейс,вернуть старый дизайн
1665,много данных,1 ясно охраняться вводить личный данные соглашение использованииn2 ясно фигурировать вводить личный данные
1666,много данных,данный
8473,ок,отлично удобно
6034,оплата,2 списываться деньги окончание ввод данные недоступный функционал кабинет
8889,ок,ока
6126,поддержка,указывать телефон консультация специалист дело вещь понимать купить оплата клик вообще подтверждение какоголибо какоето подтверждение оплачивать нажимать посмотреть сразу списываться деньги
8037,нет категории,сложный система зарегулировать кровь
4208,ок,5
3052,ок,easy
2648,ок,легкость удобство оформление
2214,непонятно,написать подробно новичок
7887,профили,индекс 10 ввестись какихто контакт 10 штука выбор предлагать странный интерфейс ничто толком работать
1385,интерфейс,вернуть
114,нет категории,сообщать электронный заказ оформление
937,были проблемы,новый интерфейс личной кабинет работать медленно
5000,ок,супер заморочка удобно regru высота
7148,донастройка,улавливать вводить свой данные услуга активироваться
6637,профили,подсказка правильный заполнение поле должный догадываться использовать кавычка получатель корреспонденция
4102,ок,
793,акции и скидки,оговаривать подробно действие ввод промокод переход корзинучто нажимать знак вопрос промокод
4876,ок,супер
7168,интерфейс,приходиться открывать окно настройка выпуск ssl удобно получать страница
8659,ок,понятный
1883,много данных,обязательный поле отчество обязательный
5116,ок,отлчина
2406,ок,вполне понятно
2317,непонятно,инструкция делать
1775,много данных,поле
321,нет категории,сложность помещение сайт интернет посмотреть
2822,ок,отлично
3392,ок,5
5838,ок,нечего отлично
5170,ок,
973,были проблемы,этап покупка выбор домен показываться бар продолжение покупка зафиксировать страница итог находить практически подвал страница грань кинуть уходить оформлять nchrome версия 7203626119 официальный сборка 64 бит mac os mojave 10143 18d109
3188,ок,нормас
7039,нет категории,напоминать своевременно окончание оплата домен бу успевать продлять
752,акции и скидки,предлагать услуга бесплатный домен покупка хостинг 1 обязательно услуга бесплатный домен ru указывать формирование заказ годовой хостинг услуга бесплатно подключать оплата хостинг очередь оформлять заказ получение счет пополнение лицевой счет сразу должный выбирать бесплатный опция поздно активировать априори идти пакет вынуждать аннулировать услуга выяснять исчезать 1461р возврат деньги лицевой счет повторно заказывать услуга бесплатный домен ru давать бог забывать указывать воспользоватся бесплатный приложение предоставление домен ru
4767,ок,понравиться
7338,ок,понятно удобный
4197,ок,ok
5756,ок,
8069,нет категории,классно хотеться тест период 30 слабый услуга
306,нет категории,добавлять выбор xfs формат
8712,ок,знать 0
8004,нет категории,данный момент сложный восприятие интерфейс пиктограмма нести смысловой нагрузка указывать пользователь значение десктопный версия плохо использоваться пространство меню раскрывать заголовок название пункт нужный подробный анализ писать почта artemexamplecom
2283,непонятно,нужный подробный информация понятный
8627,ок,everything is perfect
6223,донастройка,непонятный заказ хостинг должный привязка домен заказывать хостинг искать привязывать дом знать данные входаничего инструкция краткий высылать показывать
8628,ок,класс
644,нет категории,сайт
4752,ок,норма
445,нет категории,привязка конструктор сайт случай конструктор сайт принуждать свой
6567,профили,зарегистрировать отчествап прочее гражданство рф дальний восток отчество httpsc2nme3zcabcdjpgnкак писать случай вариант выбирать httpsc2nme3zcqwerpng nnв итог заполнять форма проходить проходить отображаться заполнять профиль выбор домен аж двеппеще писать си гвон давать писать большой буква вторуюпсерьезный недочет товарищ
3236,ок,устраивать
6940,нет категории,sempr eptimo
575,нет категории,знать оценка поставлять поставлять 4 знать перенести простой сайт вордпресс компьютер хостинг учиться
5297,ок,top
422,нет категории,изменять метод верификация доменапрано зайти почта приходиться заходить почта вносить запись днс обрадовать оплата ввод данныхпрано понятный удобно
1981,много данных,указывать паспортный данные смочь отменять
82,нет категории,спать
6491,профили,предложение использовать заполнять профиль контактный данные качество профиль покупатель понимать активация услуга аренда vps
2246,непонятно,непонятно прописывать хозяин купить домен
683,нет категории,возможно будущее стоить добавлять шаблон конкретный задача расчет непрофессионаловпнапример приходить тип нужный сервер интернетмагазин приходить тип нужный сервер прикольный картинка выбирать приходить алгоритм думать понятный
6858,цена,дорого
5090,ок,нравиться
8894,ок,супер
3606,ок,отлично
3270,ок,супер
3547,ок,отлично мнение
7465,ок,знать прекрасный
7553,ок,знать
2295,непонятно,искать приходиться 2 звонить горячий линия получать информация пойти
4786,ок,отлично
7686,ок,
7623,ок,удобный быстро
8017,нет категории,olha ai querida linda e eu o gordin
2073,непонятно,написать новый форма оформление сразу понятно толя нажимать толя
3759,ок,четко вообще понятно
3935,ок,
667,нет категории,домен продлять постоянно приходить уведомление продлять отключать уведомление восприниматься назойливый спам точно знать дальнейший домен пользовать сделать отключение уведомление домен остальное норма
230,нет категории,указывать имейл
1105,донастройка,ввод персональный данные непонятно смочь сохранять регистрация
4671,ок,отлично
1330,интерфейс,переход страница идти привязка тариф выбирать
8873,ок,
7554,ок,отлично
4501,ок,
5584,ок,устраивать
1529,интерфейс,вернуть старый версия
7031,нет категории,plesk wpb17 вообще разработчик стаж впервые видеть сочетание буква цифра плеск работать wordpress спокойно указывать выбирать работа идти конструктор wpb17
843,были проблемы,корзина недоступный течение 30 минута оплачивать заказ остальное отлично
6036,оплата,перенаправление оплата происходить страница возвращать приходиться рука адресный строка возвращаться страница
772,акции и скидки,подарок
6754,профили,пояснение подсказка поле штатобласть валидация название областикрай ошибаться написание транслит
2733,ок,супер понятнопспасибо
8182,донастройка,плохой обратный связь настройка домен
6056,оплата,какието платежный сервис знать данный карта email мобильный давать банковский карта набивать напрягать
5854,оплата,заканчивать оплата счет сразу находить нереально
6489,профили,браузер сафари работать нормально заполнение фио вводить 1 символ перекидывать поле получатель пришось вооить 1 буква пролистывать страница тыкать мышка вводить следующий символ
147,нет категории,былоб круто сразу домен предлагать исполнитель сделать сайт стоимость шаблон интернет магазин нужный очередь исполнитель посмотреть пойти искать сразу
3672,ок,гуд
4288,ок,высокий уровень
7313,ок,понятный смотреть
1905,много данных,просить whois сервис показывать персональный данные фио телефон адрес регистрация паспортный данные
547,нет категории,подписывать реферал потратить опознание профиль
2916,ок,нормас
7853,оплата,разбираться оплата посредством банковский карточка платеж изза рубеж иностранный валюта оплачиваться
263,нет категории,
4863,ок,
8384,ок,хороший сервис
2998,ок,нормально
1758,много данных,автоматически использовать учетный данные пользователь
5972,оплата,поддержка оплата браузер google chrom
8635,ок,
5933,оплата,оплата банковский карта работать
3376,ок,продолжать работать
1223,иностранный телефон,литовский номер вписываться данные паспорт вообще дичь надеяться законодательство требоваться
6248,профили,приходиться листать свой возраст вводить вручную
8887,ок,ока
4352,ок,быстро интуитивно понятно купить доменный настраивать уходить 2030 минута
514,нет категории,
6874,цена,цена лендинг форма заказ отличаться
6070,оплата,оплата открываться новый окно старый возврат оплата действие совершать оставаться окно опата сайт возврат неудобнопоплата логичный регистрация сайт
3982,ок,super
6662,профили,корректный поле заполнение иностранный гражданин
1992,много данных,заполнять добавлять автораспознавание
3033,ок,
4368,ок,ничто доступно понятно
6053,оплата,баг выполнение заказ сумма карта списываться лк показывать заказ отменять
5389,ок,данный момент достойный уровень
7216,много данных,убирать паспортный данные регистрация терять клиент
8359,ок,норма
2355,непонятно,последовательность действие новичок понятный
3710,ок,отлично
1219,иностранный телефон,видимо ничто утро куча мучение вроде номер телефон приниматься новый интерфейс видимо извиняться че единичка оценивать вроде данный случай троийку сервис сервер путь работать хороший
3530,ок,четко
623,нет категории,зур
4444,ок,довольный
5620,ок,отлично
6524,профили,получаться зарегиться юр лицо почемуто наименование организация посчитать недопустимый символ ооо сму 4
4074,ок,здравствуйтевс понятный доступнобыстроспасибо
6460,профили,понятный выбор профиль контактный данные почемуто 3 последний актуальный понимать выбирать
8345,ок,интерактивно хостинг
2621,ок,пойти
4315,ок,нравитьсяа дальшепосмотреть
6482,профили,делать поле место проживание
6607,профили,отчество указываться паспорт сделать необязательный регистрация
6493,профили,оплата домен поставлять включать чекбокс использовать контакт владелец аккаунт купить домен зайти смотреть активный
728,акции и скидки,смочь использовать промокод покупка 2х месяц беслпатный хостинг печалька
354,нет категории,
4603,ок,5
1484,интерфейс,телодвижение великий сожаление
3053,ок,добавлять телефон служба поддержка
6236,профили,заморочка серия номер паспорт соответствовать шаблон допустимый выбирать страна
4695,ок,работать
4385,ок,10
3028,ок,
7829,ок,нормально
1390,интерфейс,заказ ssl случайно вводить домен ошибка система подсказывать момент оформление принимать заказ оплата оплата приходить сообщение ошибка ввод домен неудобный некорректный
3113,ок,высота
2478,ок,super
7181,интерфейс,лишний экран хотеться сразу переходить настройка домен понимать сервис регистратор цель
5885,оплата,добавлять способ оплата qiwiтак больший комиссия перевод киви карта
8499,ок,отлично
5329,ок,отлично
4714,ок,недостаток замечать regru классный работа делать
3839,ок,отличный интерфейс понятный удобный
3831,ок,новый интерфейс удобный равный немножко размашистыйпможет собирать этап заказ страница переводить постоянно страница
1984,много данных,процесс заполнение форма контакт
4287,ок,ока
2895,ок,оформлять использовать конструктор сайт понимать
6863,цена,сделать дешевый огонь
7716,ок,хорощечный
1076,были проблемы,ждать 15 минута домен сей активировать ru
802,акции и скидки,оставаться понятный получать скидка промокод
5369,ок,отлично
2112,непонятно,оплата заказ никакой действие прошлый 3 час ждать делать нормальный оплачивать заказ закрывать нахрен забывать
5589,ок,обожать сервис
7633,ок,нравитьсялегкий доступно
1795,много данных,убирать форма
8582,ок,ok
6838,цена,регистрация сразу 6
3121,ок,знать стараться
3612,ок,нарицание
2523,ок,nce
5230,ок,порядок оплата
1851,много данных,убирать запрос персональный данные
303,нет категории,подтверждение телефон глючать вводить потеря интерес код смс
4499,ок,супер
8176,донастройка,гдеть предупреждать настройка личный данные оплата
620,нет категории,указывать сразу даваться тестовый домен
1837,много данных,сокращать заполнение форма
4710,ок,работать
4199,ок,
5366,ок,вроде
8875,ок,четко последовательно указывать интерфейс глюк
8629,ок,норма
8843,ок,нормчик
288,нет категории,сайт продлять выбор панель
4276,ок,взгляд отлично
5018,ок,
8466,ок,
7040,нет категории,проверка домен висеть яркий кнопка выбирать делать развыбирать следующий интуитивный шаг зарегистрировать жать кнопка всплывать хз откуда снизу огромный страница находиться место самый главный целевой кнопка давать всплывать окно сделать опция выбор вообще чекбокс делаться кнопка действие ступор простой действие поле писать отзыв 4 строка растягиваться прокручивать страница посвящать отзыв вообще строка оставлять набор текст главное поле пользователь видеть напечатать короче ux
8883,ок,отлично
5777,ок,5
8177,донастройка,1 контактный данные запрашиваться оплата требовать необходимый данные заказ предлагать оплата 2 проблема оплата вчера ошибка платежный система поддержка отвечать проблема браузер почемуто браузер машина оплата проходить проблема
1262,интерфейс,услуга нужный возможность присваивать неудобно
2159,непонятно,оч
2251,непонятно,подключать ssl
978,были проблемы,понятно вноз крутить оплачивать домен выбирать светиться выбирать переход корзина пусто уходить сайт
3226,ок,
5155,ок,супер
2231,непонятно,понятно подключать бесплатный ssl сертификат покупка хостинг устанавливать lets encrypt
3095,ок,
6436,профили,номер телефон изменение профиль писать корректный
7138,непонятно,сразу понятно смочь выбирать нужный панель управление хостинг
6172,поддержка,общение техподдержка повод сервер оплата вопрос коммутация сервер наличие ipmikvm прочий подробность
3825,ок,
6500,профили,автоматически подтягивать индекс запоминать данные кабинет
1435,интерфейс,хотеться видеть подробный характеристика конкретный цифра
3968,ок,круто
2371,ок,аыапвравррваар
3131,ок,неприятный процедура
3957,ок,
7445,ок,норма
1007,непонятно,быстро удобно знакомый панель управление сервер определяться
5038,ок,хороший
7196,интерфейс,работать 10 старый интерфейс интуитивно понятно
902,были проблемы,добавление новый профиль домен заполнять поле нажимать сохранять ничто происходить никакой отклик страница приходиться вводить изменять давать существующий профиль n18111721nяндекс браузер
485,нет категории,1
3247,ок,норма
8655,ок,good job
6200,поддержка,сделать чат удобно понятный инструкцииспасибо
8222,интерфейс,старый кабинет понятный поэтому надежно
4524,ок,топ
4899,ок,начинать знакомиться
6258,профили,поле город выдавать ошибка заполнять поле область
1145,донастройка,указание контакт владелец покупка
4539,ок,молодец че
3157,ок,поставлять 6
1527,интерфейс,ускорять оформление
3962,ок,замечательно
2161,непонятно,понятный переход тарифный план
8521,ок,удобно
1821,много данных,запрашивать маленький данные
5746,ок,благодарить хорошо1
4136,ок,хороший враг хороший главное интуитивно понятно разумно ценник
7218,много данных,сфототь паспарта распознавать заполнять столько поле
6802,цена,снижать цена хостинг
2994,ок,отлично
5428,ок,отличный сервис техподдержкаспасибо
6905,SSL,добавлять txt запись домен
5712,ок,super
3789,ок,удобно
2625,ок,приятно
2725,ок,ока
220,нет категории,убирать секретный фраза сделать двухфакторный авторизация
5440,ок,достаточно понятно удобный
312,нет категории,выпадать список
238,нет категории,присылать оповещение срок домен
1288,интерфейс,убирать лишний колонка
7329,ок,хороший
6815,цена,находить информация стоить продление домен следующий
2758,ок,ока
4952,ок,молодец понятный
7603,ок,отлично
2947,ок,благодарить
8898,ок,отлично
2479,ок,становиться
1137,донастройка,взять деньги обязывать привязывать телефон данные
779,акции и скидки,нормально получать промокод
2874,ок,супер
3080,ок,класс
8695,ок,
8490,ок,отличный
6529,профили,упрощать выбор анкета заполнение сведение готовый смочь выбирать поэтому заполнять данные заново анкета
7856,поддержка,сделать возможный звонок консультация тк впервые сталкиваться создание сайт покупка доменаэто лес лес вопрос задавать некуда
939,были проблемы,подвисать личный кабинет
5445,ок,отлично
2281,непонятно,возможно разбираться подключать домен тильда итог полдень возня толк ноль равный приходиться купить расчитывать
6635,профили,данные профиль юрлица заполнять 1 заказ домен заказ хостинг использоваться полностью требоваться повторный ввод старый кабинет реализовать удобно просьба проверять настраивать
4747,ок,5 точно
1277,интерфейс,i dont need to do raid1nneed 4 different ip blocks
5335,ок,быстро дорого
8191,интерфейс,привыкать старый оформление
4429,ок,чудненький
8790,ок,чудесно
2564,ок,изменять условие заполнение личный данные пункт дата рождение
6894,интерфейс,вернуть старый панель
2568,ок,великолепно
2760,ок,коробка автомат
5157,ок,отлично
6990,нет категории,jr
8606,ок,отлично
2849,ок,легко быстро
359,нет категории,1
4166,ок,so cool bro
8970,профили,вообще понимать дело набор 3х заполнять учетки ниодный подходить создавать 4ую проходить алый алоо
7959,цена,ранее оформление заказ давать лестный отзыв оформление думать хороший тариф большой торговаться решать крутой пойти уходить годик
310,нет категории,убирать автоплатеж оформление домен включать автоплатеж умолчание
5791,ок,нравиться
7246,непонятно,заполнение формочка домен freenom настраивать работать както обходиться ввод инн стиль gossearchru надеяться делегирование домен яндекс проблема использование сторонний домен хостинг возникать
2239,непонятно,непонятно хостинг бесплатный начинать оплачивать 2 месяц сразу платить
8160,были проблемы,хром работать
1183,донастройка,заказ услуга вводить давать владелец фио емайл пр тк приобретать сертификат поручение сразу необходимый данные владелец приостанавливать оформление сертификат оказываться невозможно результат пользоваться личный кабинет момент окончание оформление попытка открывать личный кабинет выдаваться сообщение сперва завершать процедура оформление сертификат отменять приостанавливать процедура нельзяnв результат пользоваться личный кабинет получать владелец сертификат необходимый данные оформление сертификат
3372,ок,thank you
2419,ок,здорово
255,нет категории,задолбать
3258,ок,хороший
1936,много данных,выносить мозг данные давать возможность указывать днс возможность удалять домен вообще
4701,ок,
8531,ок,быстро удобно
3994,ок,хороший сайт
2206,непонятно,english please
2344,непонятно,куча приходиться разбираться
6109,поддержка,статья привязывать домен хостинг httpswwwregrusupporthostingiserverysajtyidomenykaknastroitdnskakprivyazatdomenkhostingunвы писать сайт становиться доступный сеть интернет привязывать домен хостинг процесс происходить автоматически этап заказ услуга хостинг regru указывать какойлибо домен зарегистрировать regrunу домен создавать регра находить этап заказ услуга хостинг указывать привязывать хостингуппожалуйста вносить уточнение
6099,поддержка,перенести форум новый хостинг сразу получение оплата
1734,много данных,заполнять колво данные
993,были проблемы,меню всплывать кнопка зарегестрировать закрывать всплывать окно вызывать неудобство потерять час находить кнопка заргестрировать
5243,ок,top site
1041,непонятно,понятно сделать выбор панель
5342,ок,jr
3558,ок,отлично
2502,ок,
6720,профили,нужный данные владелец услуга
5007,ок,отлично
425,нет категории,возникать ошибка поле получатель письмо дополнительный пробел конец считаться недопустимый символ
2436,ок,устраивать
8364,ок,понятно
7622,ок,отличный сервис
5576,ок,гута
1189,донастройка,эмма активировать услуга почемуто указывать свой личный данные вид паспортный далее бред лечиться параноик
8006,нет категории,gavno
3412,ок,супер ребята
6426,профили,сохранять предлагать данные
74,нет категории,ide редактор
719,нет категории,забивать поисковик слово корзина
61,нет категории,хз заполнять
8541,ок,супер сервис
240,нет категории,улучшать пояс гений чайник
8969,профили,кпп организация написать необязательный отправка форма сообщение указывать обязательный поле кпп
6207,донастройка,название хостинг указывать домен принадлежать тк хостинг проблема
7859,поддержка,режим работа служба поддержка например 24 час ввиду звонок
2329,непонятно,интуитивно понятно старый дизайн хороший
4108,ок,интуитивно понятно
5602,ок,ok
4114,ок,отлично
1504,интерфейс,новый интерфейс ужасный
7912,профили,зарегистрировать ипать
2358,непонятно,ничто понятно
8900,ок,супер
2277,непонятно,запутанно
8684,ок,
8836,ок,классно
8014,нет категории,последний шаг использовать аккаунт неочевидный добавлять подсказка
8678,ок,супер
1325,интерфейс,вернуть старый интерфейс
592,нет категории,шаг оформление
3035,ок,
1643,много данных,неудобно сохранять пачка персональный данные
1387,интерфейс,система принимать актуальный зарубежный номер телефон
5523,ок,ogon
333,нет категории,cegth
4760,ок,удобно пользоваться продукт приятный оформление простой интуитивно понятный интерфейс
3568,ок,посоветовать
2199,непонятно,пользовательский интерфейс доступный английский немецкий
7711,ок,
1773,много данных,упрощать настройка почтовый адрес
5727,ок,отлично
4345,ок,ока
737,акции и скидки,применяться промокод
6681,профили,1 данные поле заполняться личный кабинетеn2 невозможно отказываться панель управление
3181,ок,круто3
520,нет категории,123
1491,интерфейс,заполнение данные ssl сертификат открывать соседний вкладка личный кабинет
5281,ок,простота
6413,профили,показывать незаполненный поле
4605,ок,спасибобыть удобно понятнобыстрый
4586,ок,отлично
4218,ок,неплохо
34,нет категории,возврат выброном домен оплата
2335,непонятно,куча сайт нужный информация быстро находить
7448,ок,круто
2809,ок,ока
3435,ок,отлично
2684,ок,заказывать видеть вроде надежно
4602,ок,thanks
7390,ок,хороший
2524,ок,понятный
1449,интерфейс,старый дизайн
1727,много данных,огонь учитывать предварительно принуждать заполнять форма
5842,ок,отлично
6405,профили,вроде заполнять информация ранее понятно потребоваться вводить новый домен
5826,ок,отличный
1575,интерфейс,сделать подсказка маска телефон перерабатывать логика подача ошибка
4680,ок,легко
6606,профили,помечать звездочка обязательный поле заполнение
8338,ок,держать
7065,нет категории,привзка аккаунт gmailпрофилю избегать возня документ
2053,непонятно,сложноватый надеяться становиться хороший
3510,ок,супер
7265,непонятно,давать подробный инструкция сделать видео устанавливать бесплатный ssl сертификат
4465,ок,super
8028,нет категории,error
3301,ок,
3349,ок,удобно
8121,нет категории,паспорт житель россия киргизия разный поле всеравный одинаковый
795,акции и скидки,использовать промокод письмо проходить ровно 7 7 час 7 минута момент становиться клиент regru получение непонятно промокод действовать
4923,ок,супер
8095,нет категории,приходить txt запись почта qwertyinboxru сайт visacenterinfo
7318,ок,нравиться
4702,ок,
8552,ок,удобно
6611,профили,добавлять возможность удаление старый контактный данные
8907,ок,клевый
4455,ок,отлично
3625,ок,
6397,профили,подсвечивать рекомендовать профиль
7867,профили,литва хостинг аккаунт купить фирма форма ввод данные позволять вводить инн литовский компания формат совпадать российский приходиться зарегистрировать данный услуга физ лицо
7896,профили,ломать информация сохранять профиль данные постоянно теряться
500,нет категории,
4881,ок,отлично
7907,профили,запрашивать анкетный данные профиль регистрация домен вводить ранее нажатие обновлять ничто происходить визуально процесс загрузка начинаться жать
6183,поддержка,добавлять номер телефон поддержка сайт женщина сложный
1540,интерфейс,вернуть
335,нет категории,1
4558,ок,нормалный хостинг
1226,иностранный телефон,privyazka namerov dlya gruzii
465,нет категории,12
4975,ок,супер
6139,поддержка,служба технический поддержка
5349,ок,good
6366,профили,1 автокомплитn2 автозаполнениеn21 вместо выдавать паспорт код подразделенияn22 спрашивать индекс заполнять адрес
8150,были проблемы,появляться ошибка 500 подтверждение учетный запись оформление заказ обновление страница ошибка уходить приходиться помучиться
5880,оплата,заминка оплата счет выставлять верный техподдержка решать вопрос 1 вполне приемлемый учитывать деньги вернуться
342,нет категории,авто настройка запись конструктор сайт итд
3335,ок,
119,нет категории,музыка добавлять
948,были проблемы,зарегистрироваться regru подключать дополнительный услуга почта др сервис потребовать зарегистрироваться входить попытка осуществлять указывать действие выходить сообщение клиент данные небольшой непонятка
324,нет категории,понимать подключать услуга скрытие информация
2167,непонятно,понимать купить домен нетпмного навязывать информация приходиться заново начинать покупка
8823,ок,новый панель управление гораздо удобно старый дизайнер верстальщик говорить старый приходиться привыкать однозначно становиться
7464,ок,нормально
4111,ок,начинать пользователь точно качество сервис
1655,много данных,гуд понимать паспортный данные
4865,ок,отлично
2705,ок,классный
4110,ок,отлично
7777,ок,устраивать
2257,непонятно,понимать подключать сайт
6337,профили,подсвечивать поле необходимо заполнять попытка купить сразу домен заполнение анкета выкидывать страница поиск домен слово корзина пустаппя забодаться домен покупать
1563,интерфейс,некоторые надпись слабо видныонить серый
2313,непонятно,сделать простой
732,акции и скидки,покупка домен findoctorsite подарок получать промокод abcdqwerzxcv1234 2 месяц бесплатный хостинг корзина покупка вводить данный промокод активировать удаваться появляться сообщение ошибка корзина подходящий товар услуга
8286,непонятно,описание
7930,профили,многое понятно очевидно например просьба вводить контактный данные хороший заполняться данные использовать услуга понятно аккаунт юрлицо хостинг физлицо регистрировать давать вводить почта бухгалтер потмо посмотреть проверитьсменить нигде
8453,ок,понятный легко
5990,оплата,оплата домен сбербанконлайн перенаправлять обратно regru
6478,профили,убирать индекс
7380,ок,отлично
8807,ок,быстро удобно regru
7200,донастройка,nastroyki dns
762,акции и скидки,купить 1 хостинг бесплатно домен идти воспользоваться услуга
484,нет категории,вообще очевидно выпускать сертификат кнопка неактивный
1606,донастройка,добавлять сразу выставление нс сервер выставлять нужный
5167,ок,dct jr
8319,непонятно,непонятно настраивать новичок
