,label,text
708,нет категории,"Что-то, что работает плохо, а вот что именно - покажет время."
709,нет категории,"при выборе дополнительных ип к серверу нельзя сразу в заказ добавить, поле открывается плюсую до 10 и все зависает ни закрыть ни заказать"
710,нет категории,больше информации о необходимости хостинга
711,нет категории,более понятное описание хостинга. \nу меня например сайт на тильде это будет работать?
712,нет категории,Safe'n'sound
713,нет категории,нельзя заказать сразу несколько
714,нет категории,"ничего не понятно, но быстро"
715,нет категории,"Добрый день. Не понятно как создать сайт.Заплатила за хостинг(Место), но непонятно что делать дальше, привязать домен не вижукнопки(хотя по инструкции). Очень удобная система у Wix/"
716,нет категории,последнее поле для номера телефона не работает
717,нет категории,всё
718,нет категории,!
719,нет категории,"забить в ваш поисковик слово ""корзина"""
720,нет категории,a
721,были проблемы,зарегистрировался подвердил почту и \nхочу сменить пароль для входа\n\nВвожу СТАРЫЙ пароль присланый на почту и он ни подходит\nОригинальна
722,были проблемы,"Почему то зарегистрировался два раза, один раз ошибочно где вместо моего имени имя моей жены.\nнеплохо бы узнать как удалить не нужную регистрацию."
723,были проблемы,не мог авторизироваться долго
724,были проблемы,Плохо работает капча
725,акции и скидки,"Предлагали бесплатный хостинг на 2 месяца - в итоге в процессе оплаты, возможно из-за выбора двух доменов, пришлось хостинг покупать отдельно.."
726,акции и скидки,"Получил промокод на 2 бесплатных месяца, но при оформлении заказа, не было даже окна для ввода промокода. сразу списались деньги с карты."
727,акции и скидки,не смог применить промокод
728,акции и скидки,не смогли использовать промо-код для покупки 2-х месяцев беслпатного хостинга. Печалька
729,акции и скидки,"Было указано что при оплате за год я получу домен в подарок, но не понятно было на какой стадии и как его зарегистрировать. До хостинга, или после..."
730,акции и скидки,"не удалось ввести купон, т.к. он пришел на почту позже, уже после оплаты"
731,акции и скидки,все понятно! Только вот при регистрации домена так и не понял как получить два месяца хостинга бесплатно :(
732,акции и скидки,"При покупке домена fin-doctor.site в подарок получил промокод ABCD-QWER-ZXCV-1234 на 2 месяца бесплатного хостинга. В корзине покупок ввел данный промокод, но активировать его не удалось. Появилось сообщение об ошибке: ""В вашей корзине нет подходящих товаров или услуг"""
733,акции и скидки,Несколько не понятна ситуация с бонусом (доменами) нужно при регистрации их выбрать или можно потом (и в течении какого времени). А так все удобно.
734,акции и скидки,Мне должны были дать в подарок за регистрацию и домена и покупки хостинга 2 месяца хостинга в подарок а в итоге Получилось что стоимость хостинга 93 рубля в месяц но с меня списались 169
735,акции и скидки,"было написано что хостинг в подарок, а потом предложили 7000 за него заплатить ??пришлось отказаться и купить  за 124р"
736,акции и скидки,"скидка на хостинг при регистрации домена не сработала, пришлось заново регистрировать хостинг, вводя все данные"
737,акции и скидки,Не применился промо-код
738,акции и скидки,"в письме обещали хостинг на 2 месяца бесплатно, а в корзине по моему коду ничего нет. зачем обещать?"
739,акции и скидки,Доброго дня!  Подскажите пож. а как у Вас можно промокод активировать?? Спасибо)
740,акции и скидки,Провести акцию)))
741,акции и скидки,"Не удалось заказать хостинг с использованием промокода. При этом, при повторной попытке, система сообщила о том, что промокод уже использован."
742,акции и скидки,"не понятно, что я заказал из бонусов, например ссл"
743,акции и скидки,"Меньше вводить в заблуждения про акции. Пишите бесплатно. А оказывается нужно купить как минимум 3 месяца , но со скидкой (про акцию на бесплатный хостинг)."
744,акции и скидки,больше промокодов
745,акции и скидки,все класс. но с условиями промокодов запутался
746,акции и скидки,"горела вкладка 2 месяца бесплатно, потом не смог найти!"
747,акции и скидки,Не заметил сразу куда вводить промо код. Может его нужно как то выделить ? Остальное все хорошо.
748,акции и скидки,Радовать скидками ;)
749,акции и скидки,детские темы для вордпресс в подарок. помощь в оформлении.. и клиентов у вас прибавиться
750,акции и скидки,Понятнее и заранее расписывать скидки.... так и не понял...
751,акции и скидки,"Более явно указывать, что два месяца хостинга в подарок идёт только как часть подписки на больший срок."
752,акции и скидки,"Если вы предлагаете услугу бесплатный домен при покупке хостинга на 1 год, то почему надо обязательно услугу бесплатный домен ru указать при формировании заказа на годовой хостинг. Почему эту услугу нельзя бесплатно подключить после оплаты хостинга. я в первую очередь оформлял заказ на получение счёта для пополнения лицевого счёта, а не сразу должен выбрать все бесплатные опции. Почему я их не могу позже активировать, они же в априори шли в пакете??? Я был вынужден аннулировать услугу, выяснять куда исчезли 14,61р. во время возврата денег на лицевой счёт и только после этого повторно заказать услугу с бесплатным доменом ru и не дай бог опять забыть указать, что я хочу воспользоватся вашим бесплатным приложением с предоставлением домена ru."
753,акции и скидки,"Было несколько промокодов на 100% оплаты. Было непонятно, куда их вставлять."
754,акции и скидки,"Не понял, получил ли я 2 месяца бесплатного хостинга или нет.."
755,акции и скидки,"есть про код за рег домена, куда его указать не нашел"
756,акции и скидки,Увеличить количество подарков :)
757,акции и скидки,Скидочки)) а так все круто))
758,акции и скидки,"Здравствуйте, Вам бы больше акций и скидок на ваши услуги. А так у Вас все отлично! :)"
759,акции и скидки,"что бы промокод можно было вводить сразу, а не в корзине"
760,акции и скидки,"Нет строки ""Ввести промокод"""
761,акции и скидки,Не удалось использовать промокод. При быстрой оплате на вашей странице не увидел кнопки его использования. С уважением Алекс С. и с наступающим.
762,акции и скидки,"Я купила 1 год хостинга и там было бесплатно  домен, но я так и не шла как воспользоваться этой услугой."
763,акции и скидки,"нет возможности ввести промокод, не переходя в корзину"
764,акции и скидки,"Больше скидок для постоянных клиентов на отдельные услуги, вроде покупки доменных имен =)\nА так, все устраивает, техподдержка красавчики-премию им =)"
765,акции и скидки,При оплате хостинга на 3 года я так и не увидел тех доменов якобы бесплатных . Конечно растроился
766,акции и скидки,"Не понятно, почему трижды не принимался промокод для подтверждения телефона при регистрации."
767,акции и скидки,"Все хорошо, только при регистрации Хостинга Хост1 на год н.е пришел промо код для регистрации бесплатного домена"
768,акции и скидки,Не предоставили обещанные 2 месяца бесплатного хостинга.
769,акции и скидки,Различные скидки очень порадую меня:)
770,акции и скидки,"Обещали бесплатный домен при покупке хостинга от 12 мес.\nВзял тестовый хостинг, продлил на 12 мес.\nНе увидел никаких бонусов.\nКупил домен."
771,акции и скидки,"Только если будете бесплатно доменные имена раздавать, или по результатам ""лотереи"" дарить продление на год ;)"
772,акции и скидки,Больше подарков :)
773,акции и скидки,"Не увидел промокода на почте сразу, а увидел лишь после оплаты, хотелось бы как-то это видеть перед оплатой в следующий раз"
774,акции и скидки,НЕ АКТИВИРУЕТСЯ ПРОМО-КОД
775,акции и скидки,Домен в подарок клиенту предложить нужно в любой момент. Сдвиг во времени регистрации хостинга и доменного имени позволит ВАМ заработать больше!
776,акции и скидки,"Обещали при регистрации домена сертификат на один год, но пришло сообщение на e-mail что сертификат не выпущен якобы по причине что домен не зарегистрирован(тот который был оплачен сразу и сейчас - kupirezerv.ru)."
777,акции и скидки,"1. Подарочные домены нужно активировать сразу. Можно их активировать после оплаты, в течении действия заказанного хостинга.\n2. При заказе нет тестового периода для выбранного хостинга. Не понятно"
778,акции и скидки,"Я так и не понял (потому что не закончил оформление на этом вопросе), но у меня уже складывается чувство что не видать мне бесплатного сертификата SSL на год как написано в условиях акции (хотя это не точно). так как я не нажал на плюсик, потому что казалось что все эти три позиции автоматом идут при регистрации...."
779,акции и скидки,нормально. Где и как получать промокод?
780,акции и скидки,Не подошел ни один промокод к купленным 17 доменам
781,акции и скидки,"Непонятно как выбрать хостинг для бсплатного заказа по акции, сделайте больше пояснений"
782,акции и скидки,Наличие бонусов
783,акции и скидки,Наличие действующих купонов отображать при покупке. Не всегда понятно подходит купон или нет. Итог виден только в корзине - тоже не удобно
784,акции и скидки,При вводе промокода цена должна сразу меняться.
785,акции и скидки,"Заказал первый раз хостинг с оплатой на 3 года ради 4 доменов и SSL. Оказалось, что домены после оплаты бонусом получить уже невозможно, а информации о том, что их обязательно привязывать сразу во время заказа хостинга нигде нет. Мучил весь день и ругался со службой поддержки чтобы каким-то образом вернуть деньги и сделать заказ повторно. Только после общения с 4 разными специалистами один смог помочь. У вас жутко неудобная система для новичков, которые впервые заказывают хостинг и очень не логично обещать бонусы и не давать их, при этом не информируя нигде на сайте, что именно нужно сделать, чтобы получить обещанные бонусы при оплате за 3 года вперед."
786,акции и скидки,"Не смог воспользоваться промокодом. Подарили два месяца хостинга,  а куда их ""воткнуть"" я не разобрался. А у меня, между прочем завтра, день рожденья. Да не простой, а юбилейный - 50 лет от роду."
787,акции и скидки,Добрый день! Не вижу обещанного 1-го домена при покупки хостинга. Илт я что-то не так понял?
788,акции и скидки,В принципе все хороршо. Очень все туманно с бонусами.
789,акции и скидки,При покупке демена 2 месяца хостинга бесплатно это что было не могу найти
790,акции и скидки,"В почте была ссылка на бесплатный хостинг,  но при ее вводе, сумма не изменилась. Спасибо"
791,акции и скидки,Улучшить выдачу бонусов по промокодам.
792,акции и скидки,"При покупке хостинга был обещан один домен бесплатно. Сразу не получил ни промокода, и не нашёл других способов реализовать обещанный подарок. Пришлось купить домен. Странно это."
793,акции и скидки,"Оговаривать подробно действия после ввода промокоды перед переходом в корзину,что надо ещё раз нажать на знак вопроса ""У вас есть промокод?"""
794,акции и скидки,"давайте людям промокод. я с Вами не первый день, и ни одного промокода не получил."
795,акции и скидки,"Я использовал промокод из письма «Прошло ровно 7 дней 7 часов и 7 минут с того момента, как вы стали клиентом REG.RU!» и при получении было непонятно сколько этот промокод будет действовать."
796,акции и скидки,По промокоду REGRU-PIKABU должен был быть сертификат и хостинг в подарок. Не понятно как получить сертификат
797,акции и скидки,почему бесплатный домен обещанный не добавляется ?
798,акции и скидки,"Получилось купить домены с 7ого раза. Долго мучался  с регистрацией данных. \nТакже судя по вашим окошкам и бонусам, был уверен , что хостинг на 2 месяца в подарок, но его так и не получил и пришлось покупать отдельно."
799,акции и скидки,Непонятно как получить  бонусы за регистрацию. Не могу получить ssl сертификат и хостинг.
800,акции и скидки,"Возможность синхронизации платежей по хостингу и домену. Не хочется терять скидку за оплату на полгода или год, но и раздельно оплачивать не совсем удобно."
801,акции и скидки,"Некоторые функции личного кабинета не работают. Не совсем понятно как использовать промокод. Вы утверждаете, что он даёт мне бесплатный хостинг на 2 месяца и SSL на год, но с меня всё равно требуют оплату."
802,акции и скидки,Мне осталось не понятным - могла я получить скидку по промокоду или нет
803,акции и скидки,"Сначала мы произвели оплату, затем получили письмо с кодом на скидку.\nЗачем нам это издевательское письмо с кодом, который мы не можем использовать?"
804,акции и скидки,"Два месяца хостинга в подарок получить не удалось, хотя и прислали промокод на почту, но на сайте нигде не указана такая возможность"
805,акции и скидки,Один бесплатный нужен
806,акции и скидки,Не понятно применён ли был промокод.
807,акции и скидки,Не смогла активировать промо-код
808,акции и скидки,Не предоставили доменные имена в подарок при оплате хостинга на 3 года!
809,были проблемы,Скорость загрузки страниц в процессе оформления заказа
810,были проблемы,"в google chrome не могла войти в личный кабинет, после введения логина и пароля поставила галочку ""я не робот"", нажала готово и страница просто обновилась и так повторялось."
811,были проблемы,Во время выбора домена выскочили 23 домена на оплату и система пишет выбрано 23 домена хотя я выбрал только один домен и такой глюк повторился 2 раза причем когда я нажимал в строке вариации выбрать перешел в след страницу там мне сумма заказа на 23 домена и все домены чтоя вводил как бы свободны но ведь это вряд ли Вы сами попробуйте поискать удивитесь вашей системе.
812,были проблемы,"не сразу удалось зайти в ЛК, кнопка была не активна"
813,были проблемы,интерфейс глючит в браузере интернет-эксплор
814,были проблемы,Что-то форма подтверждения телефона подтормаживает и смс приходят только с нескольких попыток (
815,были проблемы,В верху ошибка на красном фоне (SyntaxError: illegal character) в остольном все супер.
816,были проблемы,"Изначально был авторизован, после того как нажимал ""Оплатить"" или ""Добавить в корзину"" - появлялась ошибка, что добавить невозможно и выходило из аккаунта (то есть после обновления страницы был уже не авторизован) - так было несколько раз."
817,были проблемы,несколько раз соединение прерывалось
818,были проблемы,"пыталась купить сразу три домена и хостинг, заказы не формируются правильно в корзине то только домены, то хостинги, то из корзины заказ удаляешь, а купить не можешь якобы такой заказ уже есть, а в корзине ничего нет, 2 дня мучалась"
819,были проблемы,This form not supported passport given from 3 symbols not 10
820,были проблемы,"Разберитесь пожалуйста со списком городов. Если не указываешь необязательное поле ""Область"" не удается корректно указать город"
821,были проблемы,"Если установлена галка ""использовать юр. адрес"", то заполнить форму не возможно: в скрытом в таком случае поле ""Получатель"" оказываются недопустимые символы. \nНо техподдержка позвонила и напомнила о необходимости заполнения формы. За это 5, в итоге 3"
822,были проблемы,не принимает город по сто раз в тоге старый профиль
823,были проблемы,1
824,были проблемы,"не сохраняются изменения в выбранном бесплатном конструкторе сайта, техподдержка не отвечает"
825,были проблемы,Раньше название компании по английски формировалось автоматически и дальнейшие действия происходили без ошибок.
826,были проблемы,"Поле названия латиницей выдавало неизвестную ошибку соответствия шаблону, хотя транслитерация была автоматической. Ковычки не хотел пропускать."
827,были проблемы,"Получатель при регистрации написано необязательное, но не дает продолжить, всплывает сообщение что обязательное."
828,были проблемы,"Написано, что поле область не обязательное, но без его заполнения не принимает форму"
829,были проблемы,"Не работает корректно автозаполнение адресной информации, в остальном - отлично."
830,были проблемы,С ошибкой на сайте.
831,были проблемы,"При выборе профиля за кем зарегистрировать домен, кнопка сохранить нажималась но не срабатывала. Помогло многократное нажатие."
832,были проблемы,"Оформить данные получилось только с 3 раза, т.к. после двух предыдущих, регистрация не проходила (просто обновлялась страница при нажатии готово/продолжить)."
833,были проблемы,Приходится вводить данные дважды. Первый раз кнопка продолжить не работала. \nПри введении данных юридического лица в профиле было то же самое.
834,были проблемы,Долго не могли оформить из-за ошибки 403. Цена не появлялась
835,были проблемы,Некорректные сообщения об ошибках.
836,были проблемы,"Ужасно так как сразу не смог сохранить данные, пришлось оформлять заявку на устранение ошибки"
837,были проблемы,"Заполнил все пункты и в конце не нажималась кнопка далее, после чего зашел прочесть политику конф. и все слетело."
838,были проблемы,25.09 не работала кнопка для отправки данных о себе
839,были проблемы,"2 дня ушло на заполнение анкеты, только после 4 ого обращения помогли, операторы по телефону вообще не готовы к обслуживанию. какие-то глупости говорили по поводу обновления информации интернет провайдерами"
840,были проблемы,"При указании точки монтирования, на каждую введённую букву в форму добавляется символ ""/""\nТо есть при попытке ввести /data в форме вижу ////data\n\nGoogle Chrome\nВерсия 68.0.3440.106 (Официальная сборка), (64 бит)"
841,были проблемы,После выбора  cpanel  заполнял личные данные  и не работала  кнопка  чтобы  их подтвердить. Нет  службы   поддержки по телефону. В мобильной  версии  с главной  страницы  сайта  не  мог  попасть  в личный   кабинет.  Фронтенд оценка - 1 из 5
842,были проблемы,Ужасно. Из-за неверных действий оператора мы потеряли услугу Web-хостинг (тариф Reg.Host-A) u0011223. И теперь мы перезаказали услугу с двое меньшим сроком.
843,были проблемы,Корзина была недоступна в течении 30 минут и я не мог оплатить заказ. В остальном все отлично.
844,были проблемы,первоначальная попытка заказа хостинга с использованием корзины работает ЧЕРЕЗ ЖОПУ
845,были проблемы,"Заказ выдавал ошибку, пришлось открыть в новом окне. Более нареканий не было.."
846,были проблемы,постоянно вис сайт
847,были проблемы,Очень долго!
848,были проблемы,слишком долго
849,были проблемы,very confused please adjust this. thank you
850,были проблемы,"работала почта и не работает теперь, чего делать то"
851,были проблемы,"сайт глючил, пришлось перезагружать несколько раз на стадии оформления и оплаты"
852,были проблемы,"старый ЛК. Я заказал услугу хостинга, чтобы проверить какие данные у меня запросит мастер. В результате мастер не запросил никаких данных, но я не смог отказаться от заполнения ""донастройки услуги"", не мог удалить эту услугу, не мог управлять другими услугами пока не дозаполнил э"
853,были проблемы,почему - то не с первого раза проходит регистрация
854,были проблемы,долго загружалось
855,были проблемы,зависала страница
856,были проблемы,"Не удалось выбрать ""Установить самостоятельно через KVM/IPMI"", т.к. кнопка ""Готово"" перестает работать."
857,были проблемы,"Выбрал 2 домена, но они не регистрировались. Только с третьей попытки все получилось. Не работает возврат денег."
858,были проблемы,тормозит чёт
859,были проблемы,Убрать сверху ошибку SyntaxError: illegal character :)\nИ дать возможность приложить скриншот.
860,были проблемы,Использовать имеющегося пользователя нельзя. выдает ошибку
861,были проблемы,"Если форма введена с ошибкой, то после нажатия отправки ничего не происходит, будто и не нажимал. Хорошо было бы, если экран будет подниматься сам, что бы посмотреть на ошибку."
862,были проблемы,далеко не с первой попытки - а с четвертой. то страницы не грузятся то ошибки какие-то
863,были проблемы,Не отключаться при переключении вкладок
864,были проблемы,"После смены номера, не срабатывает кнопка применить"
865,были проблемы,"заполнил данные в настройках самого аккаунта, там 4 ошибки горело, телефон привязал, все, что нужно - в самом начале, а потом когда ткнул на настроить хостинг мне пришлось повторно все набирать. В чем смысл такого дебилизма то?"
866,были проблемы,Постоянно высвечивалось сообщение об ошибках и сбое связи с сервером.
867,были проблемы,Убрать
868,были проблемы,"не смог возвратиться на предыдущую страницу для проверки настройки, а затем и вовсе не нашел новую версию..."
869,были проблемы,Портал работает крайне медленно.
870,были проблемы,Пока писал данные - сайт крашнулся и лежал 20 минут
871,были проблемы,Не работает форма регистрации на странице выбора домена
872,были проблемы,"Очень долго, система зависала и при этом сообщала, что вам повезло с новым функционалом."
873,были проблемы,Сайт грузится неимоверно долго.
874,были проблемы,"Долго грузится, пришлось два раза заполнять"
875,были проблемы,"С 4 раза загрузилась страница оплаты, со второго раза прошло подтверждение контактных данных."
876,были проблемы,Сегодня что-то с работой сайта. Очень тормозит
877,были проблемы,Очень медленно
878,были проблемы,5 раз вводил форму с данными для оформления хостинга
879,были проблемы,"Сайт постоянно вис, для обновления."
880,были проблемы,"Вы издеваетесь? Просите заполнить отзыв, а потом пишете, что отзывов слишком много и не выпускаете со страницы)))"
881,были проблемы,"Это было ужасно, из-за того что страницы постоянно тормозили (как будь-то на вас ребят идет ддос-атака). Сначала были проблемы регистрации при выбранном доменном имени. Момент оплаты тормозил и постоянно выскакивала страница что я ""жертва обновления"" и нужно подождать и попробовать заново. Персональную информацию система приняла с 8го раза. И главное нет причины. Вбиваю все данные, нажимаю кнопку принятия, идет ассинхронный вызов и потом ничего не происходит. Регался у вас год-два назад будучи в Казахстане все проходило на ура. Видимо действительно вас или атакуют или сервер перегружен.\nРебят без обид, ставлю низкую оценку чтобы привлечь ваше внимание к проблеме, не более. Надеюсь вы все поправите, как технарь понимаю что проблемы бывают с техникой, это нормально ... главное вовремя реагировать и исправлять."
882,были проблемы,"Зачем дублировать ввод персональной информации при активации услуги и просто в опциях?????? Обращался днем в техподдержку сказали проблемы с сайтом, ну ок. Весь день не мог активировать хостинг. Данные в опциях про владельца аккаунта были заполнены все и полностью. Но при активации услуги требуется тоже самое проделать еще раз. Зачем просить все это повторно вводить? Это недоработки новой версии кабинета или нормальная практика?"
883,были проблемы,"Форма заполнения ""глючила"" 19.11.2018 целый день."
884,были проблемы,"Пофиксить ошибки, например: SyntaxError: illegal character\nwin7 x64 ff 63.0.3 (64-бит)"
885,были проблемы,сайт глючит
886,были проблемы,Была ошибка 400!
887,были проблемы,"Формы вылетали, глючили и приходилось несколько раз заполнять одни и те же поля"
888,были проблемы,При заказе домена произошла какая-то ошибка.
889,были проблемы,"Не работала кнопка оплаты ошибка рекуест 400, оформил через корзину, выбор профилей не удобный."
890,были проблемы,в Гугл хроме не работала кнопка промокода
891,были проблемы,"такое ощущение, что страница не прогружается. Визуально неудобно, увы"
892,были проблемы,Кнопка для регистрации в корзине не работает.
893,были проблемы,"плохая скорость отклика, не понятно идет загрузка или нет отклика"
894,были проблемы,Вылетали ошибки 500.\nПриходилось перезагружать несколько раз страницы на этапе оформления.
895,были проблемы,"Первоначально зависла, не с первого раза открылись данные."
896,были проблемы,"ваш сайт постоянно выдавал технические ошибки, удалось заполнить контакты только с 3 раза"
897,были проблемы,Один раз вылетела система совсем.
898,были проблемы,"Смог зарегистрировать только в браузере Яндекс. В Хром и Эксплорер, не получилось."
899,были проблемы,"Я заполнила данные, все равно не доступен сервер"
900,были проблемы,Сделать возможность пользования личным кабинетом после регистрации домена но до заполнения всех данных.
901,были проблемы,на браузере firefox linux невозможно было сохранить при правильном заполнении всех полей
902,были проблемы,"при добавлении нового профиля домена я заполнил все поля, нажал сохранить и ничего не произошло - никакого отклика от страницы. Пришлось снова вводить и изменять данные существующего профиля. \n18.11.1.721\nяндекс браузер."
903,были проблемы,"Не совсем понятно, куда тыкать после выбора домена. При оплате раз 10 сбрасывалась страничка, пока не написал в тех поддержку."
904,были проблемы,с 10-ого раза удалось сделать.
905,были проблемы,при заказе хостинга ssl сертификат для домена с Fragonard.store был сокращен до Fragonard.st
906,были проблемы,"При заказе дополнительных услуг зависла общая сумма, пришлось взять только хостинг без дополнительных услуг."
907,были проблемы,Убрать ошибку 401
908,были проблемы,"регистрация по емайлу не прошла, ссылка битая\nhttps://user/confirm_email?token=ab8ab1e1b600608088664422cc2e37a6\nhttp://joxi.ru/L21pDxaaaaVOvm"
909,были проблемы,была перезагрузка и данные скинулись
910,были проблемы,тормозит всё
911,были проблемы,была ошибка 500
912,были проблемы,"Периодически после заполнения вываливает ошибку 900, приходится вбивать все заново, в остальном все отлично :) ."
913,были проблемы,"ужасно тормозит сайт, долго очень открываются страницы"
914,были проблемы,Выскакивала ошибка 500
915,были проблемы,Сайт очень тормозит
916,были проблемы,Сайт очень тормозит
917,были проблемы,сайт постоянно зависасет
918,были проблемы,не сразу проходит подтверждение\nприходится заново проводить операции по несколько раз
919,были проблемы,"Интернет-страница очень медленно прокручивается, неудобно то, что узнаешь о незаполненных полях только в конце, приходится подниматься вверх по странице."
920,были проблемы,Все время перепрыгивал курсор на другое поле.
921,были проблемы,На Маке зависает
922,были проблемы,"В опере заглючило, пришлось регистрировать в ИЕ."
923,были проблемы,Глючило несколько граф
924,были проблемы,"на reg.ru была авторизована под другим аккаунтом и собиралась оплатить его.\nа после перехода на order.reg.ru оказалось, что авторизована под аккаунтом, на который заходила ранее, поэтому оплатила не там, где хотела.\nсделайте этот кейс более прозрачным, пожалуйста.. хотя бы всплывающее окно в этом случае было бы кстати (("
